,ID,DATA,TEL,CPF,SOLICITANTE,CD_TUSS,DS_RECEITA
101,14024,2020-11-25,1100014024,123456714024,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
102,4037,2020-06-07,1100004037,12345674037,Tatiana,40901122,Abdome Total (Inclui Pelve)
103,3367,2020-10-01,1100003367,12345673367,Paula,40901122,Abdome Total (Inclui Pelve)
104,7430,2020-08-14,1100007430,12345677430,Fernando,40901106,Ecodopplercardiograma Transtorácico
105,4595,2020-10-13,1100004595,12345674595,Camila,41101316,Articular (Por Articulação)
106,1658,2020-01-22,1100001658,12345671658,Gustavo,40802035,Coluna Dorsal - 2 Incidências
107,9860,2020-12-09,1100009860,12345679860,João,40808041,Mamografia Digital Bilateral
108,3767,2020-10-31,1100003767,12345673767,Paula,40901122,Abdome Total (Inclui Pelve)
110,13215,2020-11-01,1100013215,123456713215,Camila,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
111,15573,2020-08-23,1100015573,123456715573,Patrícia,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
112,3210,2020-05-03,1100003210,12345673210,Fernando,40901122,Abdome Total (Inclui Pelve)
113,12889,2020-09-07,1100012889,123456712889,Juliana,41001079,Tc - Tórax
114,1679,2020-05-17,1100001679,12345671679,Isabela,40802051,Coluna Lombo-Sacra -3 Incidências
115,3563,2020-04-30,1100003563,12345673563,Ana,40901122,Abdome Total (Inclui Pelve)
116,9306,2020-10-18,1100009306,12345679306,Carlos,40901114,Mamas
117,1156,2020-01-13,1100001156,12345671156,Rodrigo,40804097,Pé Ou Pododáctilo
118,2703,2020-06-23,1100002703,12345672703,Ana,40901130,"Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço)"
120,8974,2020-02-17,1100008974,12345678974,Vinícius,40901114,Mamas
122,14810,2020-02-13,1100014810,123456714810,Fernando,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
124,15550,2020-01-14,1100015550,123456715550,Fernando,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
125,15244,2020-07-21,1100015244,123456715244,Pedro,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
126,6434,2020-04-27,1100006434,12345676434,Vinícius,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
127,5606,2020-07-07,1100005606,12345675606,Carlos,41101227,Coluna Cervical Ou Dorsal Ou Lombar
128,13041,2020-04-20,1100013041,123456713041,Maria,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
130,9785,2020-08-16,1100009785,12345679785,Mariana,40808041,Mamografia Digital Bilateral
131,1307,2020-09-05,1100001307,12345671307,Paula,40804097,Pé Ou Pododáctilo
132,1363,2020-05-20,1100001363,12345671363,Ana,40804054,Joelho
133,9003,2020-12-19,1100009003,12345679003,Ana,40901114,Mamas
134,4736,2020-04-13,1100004736,12345674736,Rodrigo,40901220,Articular (Por Articulação)
135,12675,2020-10-06,1100012675,123456712675,Camila,41001079,Tc - Tórax
136,14680,2020-07-07,1100014680,123456714680,João,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
137,12861,2020-05-23,1100012861,123456712861,Maria,41001079,Tc - Tórax
138,14071,2020-06-15,1100014071,123456714071,Cristina,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
141,7920,2020-06-22,1100007920,12345677920,João,40901106,Ecodopplercardiograma Transtorácico
143,5435,2020-10-05,1100005435,12345675435,Camila,41101227,Coluna Cervical Ou Dorsal Ou Lombar
144,6619,2020-03-13,1100006619,12345676619,Isabela,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
145,14184,2020-09-20,1100014184,123456714184,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
146,9401,2020-05-29,1100009401,12345679401,Maria,40901114,Mamas
147,3480,2020-12-01,1100003480,12345673480,João,40901122,Abdome Total (Inclui Pelve)
148,15414,2020-04-16,1100015414,123456715414,Vinícius,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
150,15546,2020-07-21,1100015546,123456715546,Carlos,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
152,6112,2020-10-19,1100006112,12345676112,Rafael,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
154,6049,2020-10-10,1100006049,12345676049,Juliana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
155,2022,2020-04-24,1100002022,12345672022,José,41101480,Mama (Bilateral)
157,6767,2020-06-09,1100006767,12345676767,Paula,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
159,15641,2020-03-30,1100015641,123456715641,Maria,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
160,15022,2020-04-21,1100015022,123456715022,José,40805026,Tórax - 2 Incidências
161,1603,2020-12-25,1100001603,12345671603,Ana,40804097,Pé Ou Pododáctilo
162,12965,2020-10-21,1100012965,123456712965,Mariana,41001079,Tc - Tórax
163,2797,2020-05-19,1100002797,12345672797,Tatiana,40901122,Abdome Total (Inclui Pelve)
165,2183,2020-01-18,1100002183,12345672183,Ana,40901262,Obstétrica Morfológica
166,12910,2020-08-18,1100012910,123456712910,Fernando,41001079,Tc - Tórax
167,14360,2020-04-30,1100014360,123456714360,João,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
169,3326,2020-04-01,1100003326,12345673326,Carlos,40901122,Abdome Total (Inclui Pelve)
170,3179,2020-06-12,1100003179,12345673179,Isabela,40901122,Abdome Total (Inclui Pelve)
171,15267,2020-01-10,1100015267,123456715267,Paula,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
172,8870,2020-09-29,1100008870,12345678870,Fernando,40901114,Mamas
173,15627,2020-09-12,1100015627,123456715627,Paula,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
175,3520,2020-07-03,1100003520,12345673520,João,40901122,Abdome Total (Inclui Pelve)
176,2077,2020-07-10,1100002077,12345672077,Tatiana,41101545,Angio-RM venosa de Crânio
179,14046,2020-01-08,1100014046,123456714046,Carlos,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
180,7609,2020-07-28,1100007609,12345677609,Juliana,40901106,Ecodopplercardiograma Transtorácico
181,9437,2020-09-28,1100009437,12345679437,Tatiana,40901114,Mamas
183,14073,2020-11-27,1100014073,123456714073,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
184,5598,2020-07-01,1100005598,12345675598,Gustavo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
186,13100,2020-11-10,1100013100,123456713100,João,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
188,9563,2020-11-01,1100009563,12345679563,Ana,40901114,Mamas
189,12783,2020-03-08,1100012783,123456712783,Ana,41001079,Tc - Tórax
191,7448,2020-04-11,1100007448,12345677448,Lucas,40901106,Ecodopplercardiograma Transtorácico
192,4801,2020-05-17,1100004801,12345674801,Maria,40901220,Articular (Por Articulação)
193,1911,2020-09-01,1100001911,12345671911,Cristina,41001010,Tc- Crânio Ou Sela Túrsica Ou Órbitas
196,3594,2020-08-22,1100003594,12345673594,Vinícius,40901122,Abdome Total (Inclui Pelve)
197,12940,2020-10-24,1100012940,123456712940,João,41001079,Tc - Tórax
198,14972,2020-09-30,1100014972,123456714972,Rafael,40805026,Tórax - 2 Incidências
199,1414,2020-10-27,1100001414,12345671414,Vinícius,40801128,Adenóides Ou Cavum
200,14083,2020-04-27,1100014083,123456714083,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
201,2224,2020-03-08,1100002224,12345672224,Pedro,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
202,5776,2020-03-27,1100005776,12345675776,Rodrigo,41101014,Crânio (Encéfalo)
205,5500,2020-10-06,1100005500,12345675500,João,41101227,Coluna Cervical Ou Dorsal Ou Lombar
207,6457,2020-01-18,1100006457,12345676457,Tatiana,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
209,6435,2020-04-24,1100006435,12345676435,Camila,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
212,3384,2020-02-14,1100003384,12345673384,Pedro,40901122,Abdome Total (Inclui Pelve)
214,9913,2020-10-04,1100009913,12345679913,Patrícia,40808041,Mamografia Digital Bilateral
215,14642,2020-02-24,1100014642,123456714642,José,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
216,7568,2020-04-12,1100007568,12345677568,Lucas,40901106,Ecodopplercardiograma Transtorácico
217,7898,2020-11-27,1100007898,12345677898,Gustavo,40901106,Ecodopplercardiograma Transtorácico
218,2680,2020-08-27,1100002680,12345672680,João,40901130,"Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço)"
219,15152,2020-12-21,1100015152,123456715152,Rafael,40901750,US - Próstata (via abdominal)
220,10747,2020-03-10,1100010747,123456710747,Paula,41101189,Pelve (Não Inclui Articulações Coxofemorais)
222,14260,2020-08-10,1100014260,123456714260,João,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
223,1278,2020-09-17,1100001278,12345671278,Gustavo,40804011,Bacia
226,14817,2020-08-24,1100014817,123456714817,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
228,12767,2020-12-05,1100012767,123456712767,Paula,41001079,Tc - Tórax
231,9370,2020-09-12,1100009370,12345679370,Fernando,40901114,Mamas
233,5766,2020-11-14,1100005766,12345675766,Carlos,41101014,Crânio (Encéfalo)
235,4414,2020-08-13,1100004414,12345674414,Vinícius,41101316,Articular (Por Articulação)
237,4729,2020-06-28,1100004729,12345674729,Juliana,41101316,Articular (Por Articulação)
239,9137,2020-09-16,1100009137,12345679137,Tatiana,40901114,Mamas
240,3680,2020-03-01,1100003680,12345673680,João,40901122,Abdome Total (Inclui Pelve)
241,9691,2020-08-17,1100009691,12345679691,Cristina,40901114,Mamas
242,8776,2020-10-29,1100008776,12345678776,Rodrigo,40901114,Mamas
243,8074,2020-06-01,1100008074,12345678074,Vinícius,40901106,Ecodopplercardiograma Transtorácico
244,4437,2020-11-28,1100004437,12345674437,Tatiana,41101316,Articular (Por Articulação)
245,9362,2020-07-08,1100009362,12345679362,José,40901114,Mamas
247,7613,2020-03-30,1100007613,12345677613,Patrícia,40901106,Ecodopplercardiograma Transtorácico
248,9049,2020-03-04,1100009049,12345679049,Juliana,40901114,Mamas
251,5601,2020-08-30,1100005601,12345675601,Maria,41101227,Coluna Cervical Ou Dorsal Ou Lombar
254,6225,2020-11-21,1100006225,12345676225,Mariana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
256,1378,2020-02-11,1100001378,12345671378,Gustavo,40802019,Coluna Cervical - 3 Incidências
257,4826,2020-04-27,1100004826,12345674826,Carlos,40901220,Articular (Por Articulação)
259,9619,2020-01-04,1100009619,12345679619,Isabela,40901114,Mamas
263,6667,2020-12-18,1100006667,12345676667,Paula,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
264,1239,2020-06-15,1100001239,12345671239,Isabela,40804011,Bacia
265,8001,2020-10-21,1100008001,12345678001,Maria,40901106,Ecodopplercardiograma Transtorácico
266,14314,2020-04-10,1100014314,123456714314,Vinícius,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
267,1607,2020-08-27,1100001607,12345671607,Paula,40803139,Mãos E Punhos Para Idade Óssea
268,4773,2020-07-31,1100004773,12345674773,Patrícia,40901220,Articular (Por Articulação)
271,5514,2020-04-29,1100005514,12345675514,Vinícius,41101227,Coluna Cervical Ou Dorsal Ou Lombar
274,8029,2020-07-08,1100008029,12345678029,Juliana,40901106,Ecodopplercardiograma Transtorácico
275,4714,2020-09-05,1100004714,12345674714,Vinícius,41101316,Articular (Por Articulação)
276,4327,2020-03-13,1100004327,12345674327,Paula,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
278,9712,2020-05-20,1100009712,12345679712,Rafael,40901114,Mamas
279,14681,2020-11-10,1100014681,123456714681,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
280,13937,2020-11-23,1100013937,123456713937,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
281,10715,2020-12-22,1100010715,123456710715,Camila,41101189,Pelve (Não Inclui Articulações Coxofemorais)
282,4272,2020-07-01,1100004272,12345674272,Rafael,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
283,2101,2020-01-18,1100002101,12345672101,Maria,40901173,"Abdome Inferior Masculino (Bexiga, Próstata E Vesículas Seminais)"
285,5964,2020-06-20,1100005964,12345675964,Pedro,41101014,Crânio (Encéfalo)
286,4723,2020-12-24,1100004723,12345674723,Ana,41101316,Articular (Por Articulação)
287,12867,2020-08-23,1100012867,123456712867,Paula,41001079,Tc - Tórax
290,6255,2020-11-20,1100006255,12345676255,Camila,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
292,6285,2020-07-15,1100006285,12345676285,Mariana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
293,14686,2020-03-22,1100014686,123456714686,Carlos,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
295,4288,2020-04-02,1100004288,12345674288,Lucas,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
296,8169,2020-09-09,1100008169,12345678169,Juliana,40901106,Ecodopplercardiograma Transtorácico
298,4131,2020-06-05,1100004131,12345674131,Cristina,41101537,Angio-Rm Arterial de Crânio
299,7485,2020-11-16,1100007485,12345677485,Mariana,40901106,Ecodopplercardiograma Transtorácico
301,3421,2020-03-31,1100003421,12345673421,Maria,40901122,Abdome Total (Inclui Pelve)
302,9051,2020-05-06,1100009051,12345679051,Cristina,40901114,Mamas
303,10696,2020-01-31,1100010696,123456710696,Rodrigo,41101189,Pelve (Não Inclui Articulações Coxofemorais)
304,4008,2020-08-28,1100004008,12345674008,Lucas,40901122,Abdome Total (Inclui Pelve)
305,2482,2020-07-22,1100002482,12345672482,José,40901386,Doppler Colorido De Órgão Ou Estrutura Isolada
307,15242,2020-07-03,1100015242,123456715242,José,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
308,6670,2020-03-08,1100006670,12345676670,Fernando,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
310,7704,2020-10-28,1100007704,12345677704,Pedro,40901106,Ecodopplercardiograma Transtorácico
312,10030,2020-11-29,1100010030,123456710030,Fernando,40808041,Mamografia Digital Bilateral
313,13919,2020-03-02,1100013919,123456713919,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
314,4193,2020-08-05,1100004193,12345674193,Patrícia,41101537,Angio-Rm Arterial de Crânio
315,3824,2020-07-10,1100003824,12345673824,Pedro,40901122,Abdome Total (Inclui Pelve)
316,9409,2020-05-04,1100009409,12345679409,Juliana,40901114,Mamas
318,14693,2020-08-02,1100014693,123456714693,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
319,8026,2020-08-14,1100008026,12345678026,Carlos,40901106,Ecodopplercardiograma Transtorácico
320,12815,2020-12-06,1100012815,123456712815,Camila,41001079,Tc - Tórax
321,5996,2020-10-24,1100005996,12345675996,Rodrigo,41101014,Crânio (Encéfalo)
322,4024,2020-11-15,1100004024,12345674024,Pedro,40901122,Abdome Total (Inclui Pelve)
323,15527,2020-01-24,1100015527,123456715527,Paula,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
324,14432,2020-06-28,1100014432,123456714432,Rafael,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
325,1300,2020-03-14,1100001300,12345671300,João,40803074,Articulação Escapuloumeral (Ombro)
328,4036,2020-04-24,1100004036,12345674036,Rodrigo,40901122,Abdome Total (Inclui Pelve)
330,3610,2020-03-23,1100003610,12345673610,Fernando,40901122,Abdome Total (Inclui Pelve)
331,3206,2020-08-10,1100003206,12345673206,Carlos,40901122,Abdome Total (Inclui Pelve)
332,14001,2020-06-30,1100014001,123456714001,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
333,7859,2020-08-25,1100007859,12345677859,Isabela,40901106,Ecodopplercardiograma Transtorácico
334,10048,2020-07-10,1100010048,123456710048,Lucas,40808041,Mamografia Digital Bilateral
335,4484,2020-03-28,1100004484,12345674484,Pedro,41101316,Articular (Por Articulação)
337,14719,2020-09-03,1100014719,123456714719,Isabela,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
339,9660,2020-08-14,1100009660,12345679660,João,40901114,Mamas
340,8910,2020-04-15,1100008910,12345678910,Fernando,40901114,Mamas
342,14312,2020-10-04,1100014312,123456714312,Rafael,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
344,8052,2020-03-17,1100008052,12345678052,Rafael,40901106,Ecodopplercardiograma Transtorácico
346,3249,2020-11-24,1100003249,12345673249,Juliana,40901122,Abdome Total (Inclui Pelve)
347,2254,2020-07-18,1100002254,12345672254,Vinícius,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
348,6251,2020-06-11,1100006251,12345676251,Cristina,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
349,8952,2020-03-12,1100008952,12345678952,Rafael,40901114,Mamas
351,2352,2020-03-03,1100002352,12345672352,Rafael,40808033,Mamografia Convencional Bilateral
352,1618,2020-02-20,1100001618,12345671618,Gustavo,40804097,Pé Ou Pododáctilo
353,13112,2020-12-29,1100013112,123456713112,Rafael,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
354,2234,2020-06-20,1100002234,12345672234,Vinícius,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
355,10750,2020-10-21,1100010750,123456710750,Fernando,41101189,Pelve (Não Inclui Articulações Coxofemorais)
356,2566,2020-10-20,1100002566,12345672566,Carlos,41101170,"Abdome Superior (Fígado, Pâncreas, Baço, Rins, Supra-Renais, Retroperitônio)"
357,8225,2020-08-26,1100008225,12345678225,Mariana,40901106,Ecodopplercardiograma Transtorácico
358,5842,2020-04-01,1100005842,12345675842,José,41101014,Crânio (Encéfalo)
360,1544,2020-07-30,1100001544,12345671544,Pedro,40803139,Mãos E Punhos Para Idade Óssea
363,9937,2020-06-08,1100009937,12345679937,Tatiana,40808041,Mamografia Digital Bilateral
364,15034,2020-04-25,1100015034,123456715034,Vinícius,40805026,Tórax - 2 Incidências
365,14341,2020-10-02,1100014341,123456714341,Maria,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
366,3973,2020-07-17,1100003973,12345673973,Patrícia,40901122,Abdome Total (Inclui Pelve)
369,15127,2020-09-15,1100015127,123456715127,Paula,40901750,US - Próstata (via abdominal)
370,1227,2020-10-15,1100001227,12345671227,Paula,40803104,Antebraço
371,14348,2020-11-11,1100014348,123456714348,Lucas,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
372,5898,2020-03-24,1100005898,12345675898,Gustavo,41101014,Crânio (Encéfalo)
373,6480,2020-09-02,1100006480,12345676480,João,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
374,5656,2020-02-25,1100005656,12345675656,Rodrigo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
375,10695,2020-08-29,1100010695,123456710695,Camila,41101189,Pelve (Não Inclui Articulações Coxofemorais)
376,7899,2020-04-20,1100007899,12345677899,Isabela,40901106,Ecodopplercardiograma Transtorácico
377,5942,2020-09-13,1100005942,12345675942,José,41101014,Crânio (Encéfalo)
378,7959,2020-05-26,1100007959,12345677959,Isabela,40901106,Ecodopplercardiograma Transtorácico
379,1775,2020-10-04,1100001775,12345671775,Camila,41001036,Tc - Face Ou Seios Da Face
381,4645,2020-12-02,1100004645,12345674645,Mariana,41101316,Articular (Por Articulação)
382,4501,2020-10-05,1100004501,12345674501,Maria,41101316,Articular (Por Articulação)
384,10144,2020-11-28,1100010144,123456710144,Pedro,40808041,Mamografia Digital Bilateral
386,9972,2020-05-01,1100009972,12345679972,Rafael,40808041,Mamografia Digital Bilateral
388,12799,2020-02-25,1100012799,123456712799,Isabela,41001079,Tc - Tórax
389,6573,2020-07-26,1100006573,12345676573,Patrícia,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
390,7640,2020-05-29,1100007640,12345677640,João,40901106,Ecodopplercardiograma Transtorácico
392,9093,2020-03-20,1100009093,12345679093,Patrícia,40901114,Mamas
393,9595,2020-08-17,1100009595,12345679595,Camila,40901114,Mamas
394,14473,2020-12-11,1100014473,123456714473,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
395,5658,2020-12-10,1100005658,12345675658,Gustavo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
